scanner,original,processed,noise
official_scans,raw\official_scans\Official_08\Canon120-2\300\s2_24.tif,processed/images/official_scans__s2_24.png,processed/noise_maps/official_scans__s2_24_noise.png
official_scans,raw\official_scans\Official_08\Canon120-2\300\s2_7.tif,processed/images/official_scans__s2_7.png,processed/noise_maps/official_scans__s2_7_noise.png
official_scans,raw\official_scans\Official_08\Canon120-2\300\s2_8.tif,processed/images/official_scans__s2_8.png,processed/noise_maps/official_scans__s2_8_noise.png
official_scans,raw\official_scans\Official_08\Canon120-2\300\s2_9.tif,processed/images/official_scans__s2_9.png,processed/noise_maps/official_scans__s2_9_noise.png
official_scans,raw\official_scans\Official_08\Canon9000-1\300\s4_100.tif,processed/images/official_scans__s4_100.png,processed/noise_maps/official_scans__s4_100_noise.png
official_scans,raw\official_scans\Official_08\Canon9000-1\300\s4_44.tif,processed/images/official_scans__s4_44.png,processed/noise_maps/official_scans__s4_44_noise.png
official_scans,raw\official_scans\Official_08\Canon9000-1\300\s4_49.tif,processed/images/official_scans__s4_49.png,processed/noise_maps/official_scans__s4_49_noise.png
official_scans,raw\official_scans\Official_08\Canon9000-1\300\s4_7.tif,processed/images/official_scans__s4_7.png,processed/noise_maps/official_scans__s4_7_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\150\s6_8.tif,processed/images/official_scans__s6_8.png,processed/noise_maps/official_scans__s6_8_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\300\s6_18.tif,processed/images/official_scans__s6_18.png,processed/noise_maps/official_scans__s6_18_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\300\s6_34.tif,processed/images/official_scans__s6_34.png,processed/noise_maps/official_scans__s6_34_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\300\s6_43.tif,processed/images/official_scans__s6_43.png,processed/noise_maps/official_scans__s6_43_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\300\s6_48.tif,processed/images/official_scans__s6_48.png,processed/noise_maps/official_scans__s6_48_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-1\300\s6_81.tif,processed/images/official_scans__s6_81.png,processed/noise_maps/official_scans__s6_81_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\150\s7_53.tif,processed/images/official_scans__s7_53.png,processed/noise_maps/official_scans__s7_53_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_25.tif,processed/images/official_scans__s7_25.png,processed/noise_maps/official_scans__s7_25_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_26.tif,processed/images/official_scans__s7_26.png,processed/noise_maps/official_scans__s7_26_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_27.tif,processed/images/official_scans__s7_27.png,processed/noise_maps/official_scans__s7_27_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_28.tif,processed/images/official_scans__s7_28.png,processed/noise_maps/official_scans__s7_28_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_29.tif,processed/images/official_scans__s7_29.png,processed/noise_maps/official_scans__s7_29_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_31.tif,processed/images/official_scans__s7_31.png,processed/noise_maps/official_scans__s7_31_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_32.tif,processed/images/official_scans__s7_32.png,processed/noise_maps/official_scans__s7_32_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_33.tif,processed/images/official_scans__s7_33.png,processed/noise_maps/official_scans__s7_33_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_35.tif,processed/images/official_scans__s7_35.png,processed/noise_maps/official_scans__s7_35_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_37.tif,processed/images/official_scans__s7_37.png,processed/noise_maps/official_scans__s7_37_noise.png
official_scans,raw\official_scans\Official_08\EpsonV370-2\300\s7_38.tif,processed/images/official_scans__s7_38.png,processed/noise_maps/official_scans__s7_38_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_100.tif,processed/images/official_scans__s8_100.png,processed/noise_maps/official_scans__s8_100_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_52.tif,processed/images/official_scans__s8_52.png,processed/noise_maps/official_scans__s8_52_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_62.tif,processed/images/official_scans__s8_62.png,processed/noise_maps/official_scans__s8_62_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_63.tif,processed/images/official_scans__s8_63.png,processed/noise_maps/official_scans__s8_63_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_65.tif,processed/images/official_scans__s8_65.png,processed/noise_maps/official_scans__s8_65_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_66.tif,processed/images/official_scans__s8_66.png,processed/noise_maps/official_scans__s8_66_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_68.tif,processed/images/official_scans__s8_68.png,processed/noise_maps/official_scans__s8_68_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_70.tif,processed/images/official_scans__s8_70.png,processed/noise_maps/official_scans__s8_70_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_71.tif,processed/images/official_scans__s8_71.png,processed/noise_maps/official_scans__s8_71_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_74.tif,processed/images/official_scans__s8_74.png,processed/noise_maps/official_scans__s8_74_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_75.tif,processed/images/official_scans__s8_75.png,processed/noise_maps/official_scans__s8_75_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_76.tif,processed/images/official_scans__s8_76.png,processed/noise_maps/official_scans__s8_76_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_77.tif,processed/images/official_scans__s8_77.png,processed/noise_maps/official_scans__s8_77_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_80.tif,processed/images/official_scans__s8_80.png,processed/noise_maps/official_scans__s8_80_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_81.tif,processed/images/official_scans__s8_81.png,processed/noise_maps/official_scans__s8_81_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_82.tif,processed/images/official_scans__s8_82.png,processed/noise_maps/official_scans__s8_82_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_83.tif,processed/images/official_scans__s8_83.png,processed/noise_maps/official_scans__s8_83_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_84.tif,processed/images/official_scans__s8_84.png,processed/noise_maps/official_scans__s8_84_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_85.tif,processed/images/official_scans__s8_85.png,processed/noise_maps/official_scans__s8_85_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_86.tif,processed/images/official_scans__s8_86.png,processed/noise_maps/official_scans__s8_86_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_87.tif,processed/images/official_scans__s8_87.png,processed/noise_maps/official_scans__s8_87_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_88.tif,processed/images/official_scans__s8_88.png,processed/noise_maps/official_scans__s8_88_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_89.tif,processed/images/official_scans__s8_89.png,processed/noise_maps/official_scans__s8_89_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_90.tif,processed/images/official_scans__s8_90.png,processed/noise_maps/official_scans__s8_90_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_91.tif,processed/images/official_scans__s8_91.png,processed/noise_maps/official_scans__s8_91_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_92.tif,processed/images/official_scans__s8_92.png,processed/noise_maps/official_scans__s8_92_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_93.tif,processed/images/official_scans__s8_93.png,processed/noise_maps/official_scans__s8_93_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_94.tif,processed/images/official_scans__s8_94.png,processed/noise_maps/official_scans__s8_94_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_95.tif,processed/images/official_scans__s8_95.png,processed/noise_maps/official_scans__s8_95_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_96.tif,processed/images/official_scans__s8_96.png,processed/noise_maps/official_scans__s8_96_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_97.tif,processed/images/official_scans__s8_97.png,processed/noise_maps/official_scans__s8_97_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_98.tif,processed/images/official_scans__s8_98.png,processed/noise_maps/official_scans__s8_98_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-1\300\s8_99.tif,processed/images/official_scans__s8_99.png,processed/noise_maps/official_scans__s8_99_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-2\150\s9_84.tif,processed/images/official_scans__s9_84.png,processed/noise_maps/official_scans__s9_84_noise.png
official_scans,raw\official_scans\Official_08\EpsonV39-2\150\s9_86.tif,processed/images/official_scans__s9_86.png,processed/noise_maps/official_scans__s9_86_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_2.tif,processed/images/official_scans__s1_2.png,processed/noise_maps/official_scans__s1_2_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_23.tif,processed/images/official_scans__s1_23.png,processed/noise_maps/official_scans__s1_23_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_31.tif,processed/images/official_scans__s1_31.png,processed/noise_maps/official_scans__s1_31_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_36.tif,processed/images/official_scans__s1_36.png,processed/noise_maps/official_scans__s1_36_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_41.tif,processed/images/official_scans__s1_41.png,processed/noise_maps/official_scans__s1_41_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_50.tif,processed/images/official_scans__s1_50.png,processed/noise_maps/official_scans__s1_50_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_55.tif,processed/images/official_scans__s1_55.png,processed/noise_maps/official_scans__s1_55_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_59.tif,processed/images/official_scans__s1_59.png,processed/noise_maps/official_scans__s1_59_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_74.tif,processed/images/official_scans__s1_74.png,processed/noise_maps/official_scans__s1_74_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_8.tif,processed/images/official_scans__s1_8.png,processed/noise_maps/official_scans__s1_8_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_83.tif,processed/images/official_scans__s1_83.png,processed/noise_maps/official_scans__s1_83_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_84.tif,processed/images/official_scans__s1_84.png,processed/noise_maps/official_scans__s1_84_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\150\s1_89.tif,processed/images/official_scans__s1_89.png,processed/noise_maps/official_scans__s1_89_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_1.tif,processed/images/official_scans__s1_1.png,processed/noise_maps/official_scans__s1_1_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_11.tif,processed/images/official_scans__s1_11.png,processed/noise_maps/official_scans__s1_11_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_12.tif,processed/images/official_scans__s1_12.png,processed/noise_maps/official_scans__s1_12_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_13.tif,processed/images/official_scans__s1_13.png,processed/noise_maps/official_scans__s1_13_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_14.tif,processed/images/official_scans__s1_14.png,processed/noise_maps/official_scans__s1_14_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_15.tif,processed/images/official_scans__s1_15.png,processed/noise_maps/official_scans__s1_15_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_16.tif,processed/images/official_scans__s1_16.png,processed/noise_maps/official_scans__s1_16_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_17.tif,processed/images/official_scans__s1_17.png,processed/noise_maps/official_scans__s1_17_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_18.tif,processed/images/official_scans__s1_18.png,processed/noise_maps/official_scans__s1_18_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_19.tif,processed/images/official_scans__s1_19.png,processed/noise_maps/official_scans__s1_19_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_20.tif,processed/images/official_scans__s1_20.png,processed/noise_maps/official_scans__s1_20_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_21.tif,processed/images/official_scans__s1_21.png,processed/noise_maps/official_scans__s1_21_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_22.tif,processed/images/official_scans__s1_22.png,processed/noise_maps/official_scans__s1_22_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_23.tif,processed/images/official_scans__s1_23.png,processed/noise_maps/official_scans__s1_23_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_24.tif,processed/images/official_scans__s1_24.png,processed/noise_maps/official_scans__s1_24_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_25.tif,processed/images/official_scans__s1_25.png,processed/noise_maps/official_scans__s1_25_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_26.tif,processed/images/official_scans__s1_26.png,processed/noise_maps/official_scans__s1_26_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_27.tif,processed/images/official_scans__s1_27.png,processed/noise_maps/official_scans__s1_27_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_28.tif,processed/images/official_scans__s1_28.png,processed/noise_maps/official_scans__s1_28_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_29.tif,processed/images/official_scans__s1_29.png,processed/noise_maps/official_scans__s1_29_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_3.tif,processed/images/official_scans__s1_3.png,processed/noise_maps/official_scans__s1_3_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_30.tif,processed/images/official_scans__s1_30.png,processed/noise_maps/official_scans__s1_30_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_31.tif,processed/images/official_scans__s1_31.png,processed/noise_maps/official_scans__s1_31_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_33.tif,processed/images/official_scans__s1_33.png,processed/noise_maps/official_scans__s1_33_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_34.tif,processed/images/official_scans__s1_34.png,processed/noise_maps/official_scans__s1_34_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_35.tif,processed/images/official_scans__s1_35.png,processed/noise_maps/official_scans__s1_35_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_4.tif,processed/images/official_scans__s1_4.png,processed/noise_maps/official_scans__s1_4_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_5.tif,processed/images/official_scans__s1_5.png,processed/noise_maps/official_scans__s1_5_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_6.tif,processed/images/official_scans__s1_6.png,processed/noise_maps/official_scans__s1_6_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_63.tif,processed/images/official_scans__s1_63.png,processed/noise_maps/official_scans__s1_63_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_7.tif,processed/images/official_scans__s1_7.png,processed/noise_maps/official_scans__s1_7_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_8.tif,processed/images/official_scans__s1_8.png,processed/noise_maps/official_scans__s1_8_noise.png
official_scans,raw\official_scans\Official_09\Canon120-1\300\s1_9.tif,processed/images/official_scans__s1_9.png,processed/noise_maps/official_scans__s1_9_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_16.tif,processed/images/official_scans__s2_16.png,processed/noise_maps/official_scans__s2_16_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_20.tif,processed/images/official_scans__s2_20.png,processed/noise_maps/official_scans__s2_20_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_31.tif,processed/images/official_scans__s2_31.png,processed/noise_maps/official_scans__s2_31_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_37.tif,processed/images/official_scans__s2_37.png,processed/noise_maps/official_scans__s2_37_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_38.tif,processed/images/official_scans__s2_38.png,processed/noise_maps/official_scans__s2_38_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_39.tif,processed/images/official_scans__s2_39.png,processed/noise_maps/official_scans__s2_39_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_41.tif,processed/images/official_scans__s2_41.png,processed/noise_maps/official_scans__s2_41_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_43.tif,processed/images/official_scans__s2_43.png,processed/noise_maps/official_scans__s2_43_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_58.tif,processed/images/official_scans__s2_58.png,processed/noise_maps/official_scans__s2_58_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_59.tif,processed/images/official_scans__s2_59.png,processed/noise_maps/official_scans__s2_59_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_6.tif,processed/images/official_scans__s2_6.png,processed/noise_maps/official_scans__s2_6_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_61.tif,processed/images/official_scans__s2_61.png,processed/noise_maps/official_scans__s2_61_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_82.tif,processed/images/official_scans__s2_82.png,processed/noise_maps/official_scans__s2_82_noise.png
official_scans,raw\official_scans\Official_09\Canon120-2\150\s2_9.tif,processed/images/official_scans__s2_9.png,processed/noise_maps/official_scans__s2_9_noise.png
official_scans,raw\official_scans\Official_09\Canon9000-1\300\s4_20.tif,processed/images/official_scans__s4_20.png,processed/noise_maps/official_scans__s4_20_noise.png
official_scans,raw\official_scans\Official_09\Canon9000-1\300\s4_31.tif,processed/images/official_scans__s4_31.png,processed/noise_maps/official_scans__s4_31_noise.png
official_scans,raw\official_scans\Official_09\Canon9000-1\300\s4_41.tif,processed/images/official_scans__s4_41.png,processed/noise_maps/official_scans__s4_41_noise.png
official_scans,raw\official_scans\Official_09\Canon9000-1\300\s4_61.tif,processed/images/official_scans__s4_61.png,processed/noise_maps/official_scans__s4_61_noise.png
official_scans,raw\official_scans\Official_09\Canon9000-1\300\s4_97.tif,processed/images/official_scans__s4_97.png,processed/noise_maps/official_scans__s4_97_noise.png
official_scans,raw\official_scans\Official_09\EpsonV370-1\300\s6_25.tif,processed/images/official_scans__s6_25.png,processed/noise_maps/official_scans__s6_25_noise.png
official_scans,raw\official_scans\Official_09\EpsonV370-1\300\s6_44.tif,processed/images/official_scans__s6_44.png,processed/noise_maps/official_scans__s6_44_noise.png
official_scans,raw\official_scans\Official_09\EpsonV370-1\300\s6_49.tif,processed/images/official_scans__s6_49.png,processed/noise_maps/official_scans__s6_49_noise.png
official_scans,raw\official_scans\Official_09\EpsonV370-1\300\s6_68.tif,processed/images/official_scans__s6_68.png,processed/noise_maps/official_scans__s6_68_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_11.tif,processed/images/official_scans__s8_11.png,processed/noise_maps/official_scans__s8_11_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_13.tif,processed/images/official_scans__s8_13.png,processed/noise_maps/official_scans__s8_13_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_15.tif,processed/images/official_scans__s8_15.png,processed/noise_maps/official_scans__s8_15_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_17.tif,processed/images/official_scans__s8_17.png,processed/noise_maps/official_scans__s8_17_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_18.tif,processed/images/official_scans__s8_18.png,processed/noise_maps/official_scans__s8_18_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_19.tif,processed/images/official_scans__s8_19.png,processed/noise_maps/official_scans__s8_19_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_21.tif,processed/images/official_scans__s8_21.png,processed/noise_maps/official_scans__s8_21_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_22.tif,processed/images/official_scans__s8_22.png,processed/noise_maps/official_scans__s8_22_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_23.tif,processed/images/official_scans__s8_23.png,processed/noise_maps/official_scans__s8_23_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_24.tif,processed/images/official_scans__s8_24.png,processed/noise_maps/official_scans__s8_24_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_25.tif,processed/images/official_scans__s8_25.png,processed/noise_maps/official_scans__s8_25_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_26.tif,processed/images/official_scans__s8_26.png,processed/noise_maps/official_scans__s8_26_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_27.tif,processed/images/official_scans__s8_27.png,processed/noise_maps/official_scans__s8_27_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_28.tif,processed/images/official_scans__s8_28.png,processed/noise_maps/official_scans__s8_28_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_29.tif,processed/images/official_scans__s8_29.png,processed/noise_maps/official_scans__s8_29_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_30.tif,processed/images/official_scans__s8_30.png,processed/noise_maps/official_scans__s8_30_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_31.tif,processed/images/official_scans__s8_31.png,processed/noise_maps/official_scans__s8_31_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_32.tif,processed/images/official_scans__s8_32.png,processed/noise_maps/official_scans__s8_32_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_33.tif,processed/images/official_scans__s8_33.png,processed/noise_maps/official_scans__s8_33_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_34.tif,processed/images/official_scans__s8_34.png,processed/noise_maps/official_scans__s8_34_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_35.tif,processed/images/official_scans__s8_35.png,processed/noise_maps/official_scans__s8_35_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_36.tif,processed/images/official_scans__s8_36.png,processed/noise_maps/official_scans__s8_36_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_37.tif,processed/images/official_scans__s8_37.png,processed/noise_maps/official_scans__s8_37_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_38.tif,processed/images/official_scans__s8_38.png,processed/noise_maps/official_scans__s8_38_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_39.tif,processed/images/official_scans__s8_39.png,processed/noise_maps/official_scans__s8_39_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_40.tif,processed/images/official_scans__s8_40.png,processed/noise_maps/official_scans__s8_40_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_41.tif,processed/images/official_scans__s8_41.png,processed/noise_maps/official_scans__s8_41_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_42.tif,processed/images/official_scans__s8_42.png,processed/noise_maps/official_scans__s8_42_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_43.tif,processed/images/official_scans__s8_43.png,processed/noise_maps/official_scans__s8_43_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_44.tif,processed/images/official_scans__s8_44.png,processed/noise_maps/official_scans__s8_44_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_45.tif,processed/images/official_scans__s8_45.png,processed/noise_maps/official_scans__s8_45_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_46.tif,processed/images/official_scans__s8_46.png,processed/noise_maps/official_scans__s8_46_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_47.tif,processed/images/official_scans__s8_47.png,processed/noise_maps/official_scans__s8_47_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_48.tif,processed/images/official_scans__s8_48.png,processed/noise_maps/official_scans__s8_48_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_49.tif,processed/images/official_scans__s8_49.png,processed/noise_maps/official_scans__s8_49_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_50.tif,processed/images/official_scans__s8_50.png,processed/noise_maps/official_scans__s8_50_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_51.tif,processed/images/official_scans__s8_51.png,processed/noise_maps/official_scans__s8_51_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_53.tif,processed/images/official_scans__s8_53.png,processed/noise_maps/official_scans__s8_53_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_54.tif,processed/images/official_scans__s8_54.png,processed/noise_maps/official_scans__s8_54_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_55.tif,processed/images/official_scans__s8_55.png,processed/noise_maps/official_scans__s8_55_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_56.tif,processed/images/official_scans__s8_56.png,processed/noise_maps/official_scans__s8_56_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_57.tif,processed/images/official_scans__s8_57.png,processed/noise_maps/official_scans__s8_57_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_58.tif,processed/images/official_scans__s8_58.png,processed/noise_maps/official_scans__s8_58_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_59.tif,processed/images/official_scans__s8_59.png,processed/noise_maps/official_scans__s8_59_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_60.tif,processed/images/official_scans__s8_60.png,processed/noise_maps/official_scans__s8_60_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_61.tif,processed/images/official_scans__s8_61.png,processed/noise_maps/official_scans__s8_61_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_64.tif,processed/images/official_scans__s8_64.png,processed/noise_maps/official_scans__s8_64_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_67.tif,processed/images/official_scans__s8_67.png,processed/noise_maps/official_scans__s8_67_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_73.tif,processed/images/official_scans__s8_73.png,processed/noise_maps/official_scans__s8_73_noise.png
official_scans,raw\official_scans\Official_09\EpsonV39-1\300\s8_79.tif,processed/images/official_scans__s8_79.png,processed/noise_maps/official_scans__s8_79_noise.png
official_scans,raw\official_scans\Official_10\Canon120-1\150\s1_11.tif,processed/images/official_scans__s1_11.png,processed/noise_maps/official_scans__s1_11_noise.png
